ID,TOKENS,GLOSS 3 ENGL,MODIFIED,GLOSA 1 PORT,COGID,PWT,GLOSA 2 ENGL,CONCEPT,IPA,PET,GLOSA 2 PORT,ALIGNMENT,COUNTERPART,GLOSA 3 PORT,CONTEXT,DOCULECT
926,h u + i,GLOSS 3 ENGL,TRUE,assoprar,85,PWT,GLOSA 2 ENGL,blow,hu+i,PET,GLOSA 2 PORT,h u ( i - ),hu-i,GLOSA 3 PORT,AXZ,SIO
927,p u t i,GLOSS 3 ENGL,FALSE,assoprar,85,PWT,GLOSA 2 ENGL,blow,puti,PET,GLOSA 2 PORT,p u ( t i ),puti,GLOSA 3 PORT,AXBZ,TUK
928,p u t i,GLOSS 3 ENGL,FALSE,assoprar,85,PWT,GLOSA 2 ENGL,blow,puti,PET,GLOSA 2 PORT,p u ( t i ),puti,GLOSA 3 PORT,AXBZ,WAN
929,p u r i,GLOSS 3 ENGL,FALSE,assoprar,85,PWT,GLOSA 2 ENGL,blow,puri,PET,GLOSA 2 PORT,p u ( r i ),puri,GLOSA 3 PORT,AXBZ,YUP
930,p u,,FALSE,,85,,,blow,*pu-,,,p u ( - - ),,,AX,*PT
931,c ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~cebe,PET,GLOSA 2 PORT,t∫ ẽ m ẽ,~cebe,GLOSA 3 PORT,AXBZ,BAS
932,s ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~sebe,PET,GLOSA 2 PORT,s ẽ m ẽ,~sebe,GLOSA 3 PORT,AXBZ,DES
933,h ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~hebe,PET,GLOSA 2 PORT,h ẽ m ẽ,~hebe,GLOSA 3 PORT,AXBZ,KAR
934,s e m e,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,seme,PET,GLOSA 2 PORT,s e m e,seme,GLOSA 3 PORT,AXBZ,KOR
935,h ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~hebe,PET,GLOSA 2 PORT,h ẽ m ẽ,~hebe,GLOSA 3 PORT,AXBZ,KUB
936,s e m e,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,seme,PET,GLOSA 2 PORT,s e m e,seme,GLOSA 3 PORT,AXBZ,MAI
937,s e m e,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,seme,PET,GLOSA 2 PORT,s e m e,seme,GLOSA 3 PORT,AXBZ,SEK
938,s e m e,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,seme,PET,GLOSA 2 PORT,s e m e,seme,GLOSA 3 PORT,AXBZ,SIO
939,h ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~hebe,PET,GLOSA 2 PORT,h ẽ m ẽ,~hebe,GLOSA 3 PORT,AXBZ,TAN
940,s ẽ m ẽ,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~sebe,PET,GLOSA 2 PORT,s ẽ m ẽ,~sebe,GLOSA 3 PORT,AXBZ,TUK
941,s ã m ã,GLOSS 3 ENGL,FALSE,paca,86,PWT,GLOSA 2 ENGL,paca,~saba,PET,GLOSA 2 PORT,s ã m ã,~saba,GLOSA 3 PORT,AXBZ,WAN
942,e m e,,FALSE,,86,,,paca,*seme,,,s e m e,,,AXBZ,*PT
943,c ĩ ŋ ẽ,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,~cige,*sĩkʔe,GLOSA 2 PORT,- - - - t∫ ĩ ŋ ẽ,~cige,GLOSA 3 PORT,AXBZ,BAS
944,h ĩ k ẽ,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,~hike,*sĩkʔe,GLOSA 2 PORT,- - - - h ĩ k ẽ,~hike,GLOSA 3 PORT,AXBZ,KAR
945,h ĩ h ũ,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,hĩhũ,*sĩkʔe,GLOSA 2 PORT,- - - - h ĩ h ũ,hĩhũ,GLOSA 3 PORT,AXBZ,KUB
946,s ã ʔk ẽ,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,~saʔke,*sĩkʔe,GLOSA 2 PORT,- - - - s ã ʔk ẽ,~saʔke,GLOSA 3 PORT,AXBZ,TUK
947,t u u _ s ã k ẽ,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,tuu_~sake,*sĩkʔe,GLOSA 2 PORT,t u u _ s ã k ẽ,tuu ~sake,GLOSA 3 PORT,AXZ_AXBZ,TUY
948,th u _ s a ʔk a,GLOSS 3 ENGL,FALSE,esfregar,87,PWT,GLOSA 2 ENGL,rub,thu_saʔka,*sĩkʔe,GLOSA 2 PORT,th u - _ s a ʔk a,thu saʔka,GLOSA 3 PORT,AX_AXBZ,WAN
949,ĩ kʔ e,,TRUE,,87,,,rub,*sĩkʔe,,,- - - - s ĩ kʔ e,,,AXBZ,*PT
950,i c i k a m u,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,icikamu,PET,coati (mai),( - - - - - ) - i t∫ i ( k a m u - - ),icikamu,GLOSA 3 PORT,XBYBYBZ,BAS
951,s i i,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,~sii,PET,coati (mai),( - - - - - ) s i - i ( - - - - - - ),~sii,GLOSA 3 PORT,AXZ,KAR
952,s i s i k o ʔr o r o,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,sisikoʔroro,PET,coati (mai),( - - - - - ) s i s i ( k o ʔr o r o ),sisikoʔroro,GLOSA 3 PORT,AXBYBYBYBZ,KOR
953,h i h i j o,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,hihijo,PET,coati (mai),( - - - - - ) h i h i ( j o - - - - ),hihijo,GLOSA 3 PORT,AXBYBZ,KUB
954,t∫ i t∫ i,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,t∫it∫i,PET,coati (mai),( - - - - - ) t∫ i t∫ i ( - - - - - - ),t∫it∫i,GLOSA 3 PORT,AXBZ,MAI
955,s i s i,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,sisi,PET,coati (mai),( - - - - - ) s i s i ( - - - - - - ),sisi,GLOSA 3 PORT,AXBZ,SIO
956,m ẽ n ẽ + _ ĩ ʔs ĩ,GLOSS 3 ENGL,FALSE,macaco,88,PWT,coati (mai),monkey sp.,~bede+_~iʔsi,PET,coati (mai),( m ẽ n ẽ _ ) - ĩ ʔs ĩ ( - - - - - - ),~bede- ~iʔsi,GLOSA 3 PORT,AXBZ_XBZ,WAN
957,i s i,,FALSE,,88,,,monkey sp.,*sisi,,,( - - - - - ) s i s i ( - - - - - - ),,,AXBZ,*PT
958,c e c o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,ceco,PET,fazer fogo,t∫ e t∫ o - -,ceco,GLOSA 3 PORT,AXBZ,BAS
959,s i j u,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,siju,PET,fazer fogo,s i j u - -,siju,GLOSA 3 PORT,AXBZ,DES
960,s i s o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,siso,PET,fazer fogo,s i s o - -,siso,GLOSA 3 PORT,AXBZ,KAR
961,s ɨ j o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sɨjo,PET,fazer fogo,s ɨ j o - -,sɨjo,GLOSA 3 PORT,AXBZ,KOR
962,h ɨ j o w a,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,hɨjowa,PET,fazer fogo,h ɨ j o w a,hɨjowa,GLOSA 3 PORT,AXBYBZ,KUB
963,ã s ɨ,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,ãsɨ,PET,fazer fogo,- ã s ɨ - -,ãsɨ,GLOSA 3 PORT,XBZ,KUE
964,s ɨ j o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sɨjo,PET,fazer fogo,s ɨ j o - -,sɨjo,GLOSA 3 PORT,AXBZ,MAI
965,s ɨ j o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sɨjo,PET,fazer fogo,s ɨ j o - -,sɨjo,GLOSA 3 PORT,AXBZ,SEK
966,s ẽ j o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sẽjo,PET,fazer fogo,s ẽ j o - -,sẽjo,GLOSA 3 PORT,AXBZ,SIO
967,s ɨ ʔs o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sɨʔso,PET,fazer fogo,s ɨ ʔs o - -,sɨʔso,GLOSA 3 PORT,AXBZ,TUK
968,s ɨ s o,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,sɨso,PET,fazer fogo,s ɨ s o - -,sɨso,GLOSA 3 PORT,AXBZ,WAN
969,s i j u,GLOSS 3 ENGL,FALSE,moquear,89,PWT,to set a fire,to smoke meat,siju,PET,fazer fogo,s i j u - -,siju,GLOSA 3 PORT,AXBZ,YUP
970,ɨ ʔj o,,TRUE,,89,,,to smoke meat,*sɨʔjo,,,s ɨ ʔj o - -,,,AXBZ,*PT
971,s ũ ŋ ũ,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,~sugu,PET,GLOSA 2 PORT,s ũ ŋ ũ,~sugu,GLOSA 3 PORT,AXBZ,DES
972,h õ k ɨ̃,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,~hokɨ,PET,GLOSA 2 PORT,h õ k ɨ̃,~hokɨ,GLOSA 3 PORT,AXBZ,KAR
973,s õ kh ɨ,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,sõkhɨ,PET,GLOSA 2 PORT,s õ kh ɨ,sõkhɨ,GLOSA 3 PORT,AXBZ,KOR
974,s ũ k ũ,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,~suku,PET,GLOSA 2 PORT,s ũ k ũ,~suku,GLOSA 3 PORT,AXBZ,TUK
975,s u k u,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,suku,PET,GLOSA 2 PORT,s u k u,suku,GLOSA 3 PORT,AXBZ,TUY
976,s ũ k ũ,GLOSS 3 ENGL,FALSE,costas,90,PWT,GLOSA 2 ENGL,back,~suku,PET,GLOSA 2 PORT,s ũ k ũ,~suku,GLOSA 3 PORT,AXBZ,WAN
977,s õ k ɨ,,FALSE,,90,,,back,*sõkɨ,,,s õ k ɨ,,,AXBZ,*PT
978,c o t ɨ,clay,FALSE,pote,91,PWT,clay,pot,cotɨ,PET,barro,t∫ o t ɨ,cotɨ,cerâmica,AXBZ,BAS
979,s o d o,clay,FALSE,pote,91,PWT,clay,pot,sodo,PET,barro,s o d o,sodo,cerâmica,AXBZ,DES
980,h o t ɨ,clay,FALSE,pote,91,PWT,clay,pot,hotɨ,PET,barro,h o t ɨ,hotɨ,cerâmica,AXBZ,KAR
981,th o th o,clay,FALSE,pote,91,PWT,clay,pot,thotho,PET,barro,th o th o,thotho,cerâmica,AXBZ,KOR
982,h o d o,clay,FALSE,pote,91,PWT,clay,pot,hodo,PET,barro,h o d o,hodo,cerâmica,AXBZ,KUB
983,t o t o,clay,FALSE,pote,91,PWT,clay,pot,toto,PET,barro,t o t o,toto,cerâmica,AXBZ,MAI
984,s o t o,clay,FALSE,pote,91,PWT,clay,pot,soto,PET,barro,s o t o,soto,cerâmica,AXBZ,SEK
985,s o t o,clay,FALSE,pote,91,PWT,clay,pot,soto,PET,barro,s o t o,soto,cerâmica,AXBZ,SIO
986,h o t o,clay,FALSE,pote,91,PWT,clay,pot,hoto,PET,barro,h o t o,hoto,cerâmica,AXBZ,TAN
987,s ɨ t ɨ,clay,FALSE,pote,91,PWT,clay,pot,sɨtɨ,PET,barro,s ɨ t ɨ,sɨtɨ,cerâmica,AXBZ,TUK
988,s o t ɨ,clay,FALSE,pote,91,PWT,clay,pot,sotɨ,PET,barro,s o t ɨ,sotɨ,cerâmica,AXBZ,TUY
989,s i t u,clay,FALSE,pote,91,PWT,clay,pot,situ,PET,barro,s i t u,situ,cerâmica,AXBZ,WAN
990,s o t,,FALSE,,91,,,pot,*sot-,,,s o t -,,,AXN,*PT
991,c ũ ã,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,~cua,*sõʔa,GLOSA 2 PORT,t∫ ũ - ã,~cua,GLOSA 3 PORT,AXZ,BAS
992,h õ a,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,hõa,*sõʔa,GLOSA 2 PORT,h õ - a,hõa,GLOSA 3 PORT,AXZ,KAR
993,h ũ ã,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,~hua,*sõʔa,GLOSA 2 PORT,h ũ - ã,~hua,GLOSA 3 PORT,AXZ,KUB
994,h ũ ã,GLOSS 3 ENGL,TRUE,vermelho,92,PWT,GLOSA 2 ENGL,red,~hua,*sõʔa,GLOSA 2 PORT,h ũ - ã,~hua,GLOSA 3 PORT,AXZ,TAN
995,s õ ʔ ã,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,~soʔa,*sõʔa,GLOSA 2 PORT,s õ ʔ ã,~soʔa,GLOSA 3 PORT,AXBZ,TUK
996,s õ ã,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,~soa,*sõʔa,GLOSA 2 PORT,s õ - ã,~soa,GLOSA 3 PORT,AXZ,TUY
997,s õ ʔ ã,GLOSS 3 ENGL,FALSE,vermelho,92,PWT,GLOSA 2 ENGL,red,~soʔa,*sõʔa,GLOSA 2 PORT,s õ ʔ ã,~soʔa,GLOSA 3 PORT,AXBZ,WAN
998,õ ʔ a,,FALSE,,92,,,red,*sõʔa,,,s õ ʔ a,,,AXBZ,*PT
999,n ũ ŋ ũ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dugu,*tʔɨ̃kʔo,GLOSA 2 PORT,n ũ ŋ ũ,~dugu,GLOSA 3 PORT,AXBZ,DES
1000,n ɨ̃ ʔk õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dɨʔko,*tʔɨ̃kʔo,GLOSA 2 PORT,n ɨ̃ ʔk õ,~dɨʔko,GLOSA 3 PORT,AXBZ,KAR
1001,n ɨ̃ õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dɨo,*tʔɨ̃kʔo,GLOSA 2 PORT,n ɨ̃ - õ,~dɨo,GLOSA 3 PORT,AXZ,KUB
1002,r̃ ĩ k õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~riko,*tʔɨ̃kʔo,GLOSA 2 PORT,r ĩ k õ,~riko,GLOSA 3 PORT,AXBZ,TAN
1003,n ɨ̃ ʔk õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dɨʔko,*tʔɨ̃kʔo,GLOSA 2 PORT,n ɨ̃ ʔk õ,~dɨʔko,GLOSA 3 PORT,AXBZ,TUK
1004,n ɨ̃ k õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dɨko,*tʔɨ̃kʔo,GLOSA 2 PORT,n ɨ̃ k õ,~dɨko,GLOSA 3 PORT,AXBZ,TUY
1005,n ɨ̃ ʔk õ,GLOSS 3 ENGL,FALSE,raiz,93,PWT,GLOSA 2 ENGL,root,~dɨʔko,*tʔɨ̃kʔo,GLOSA 2 PORT,n ɨ̃ ʔk õ,~dɨʔko,GLOSA 3 PORT,AXBZ,WAN
1006,tʔ ɨ̃ k ʔ o,,TRUE,,93,,,root,*tʔɨ̃kʔo,,,tʔ ɨ̃ kʔ o,,,AXBZ,*PT
1007,r̃ ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~rɨkɨ,PET,GLOSA 2 PORT,r ɨ̃ k ɨ̃,~rɨkɨ,GLOSA 3 PORT,AXBZ,BAS
1008,n ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~nɨkɨ,PET,GLOSA 2 PORT,n ɨ̃ k ɨ̃,~nɨkɨ,GLOSA 3 PORT,AXBZ,DES
1009,n ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~dɨkɨ,PET,GLOSA 2 PORT,n ɨ̃ k ɨ̃,~dɨkɨ,GLOSA 3 PORT,AXBZ,KAR
1010,r ɨ kh ɨ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,rɨkhɨ,PET,GLOSA 2 PORT,r ɨ kh ɨ,rɨkhɨ,GLOSA 3 PORT,AXBZ,KOR
1011,d ɨ k ɨ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,dɨkɨ,PET,GLOSA 2 PORT,d ɨ k ɨ,dɨkɨ,GLOSA 3 PORT,AXBZ,KUB
1012,d ɨ k ɨ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,dɨkɨ,PET,GLOSA 2 PORT,d ɨ k ɨ,dɨkɨ,GLOSA 3 PORT,AXBZ,MAI
1013,d ɨ k ɨ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,dɨkɨ,PET,GLOSA 2 PORT,d ɨ k ɨ,dɨkɨ,GLOSA 3 PORT,AXBZ,SEK
1014,d ɨ k ɨ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,dɨkɨ,PET,GLOSA 2 PORT,d ɨ k ɨ,dɨkɨ,GLOSA 3 PORT,AXBZ,SIO
1015,r̃ ĩ k ĩ,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~riki,PET,GLOSA 2 PORT,r ĩ k ĩ,~riki,GLOSA 3 PORT,AXBZ,TAN
1016,n ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~dɨkɨ,PET,GLOSA 2 PORT,n ɨ̃ k ɨ̃,~dɨkɨ,GLOSA 3 PORT,AXBZ,TUK
1017,n ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~dɨkɨ,PET,GLOSA 2 PORT,n ɨ̃ k ɨ̃,~dɨkɨ,GLOSA 3 PORT,AXBZ,TUY
1018,n ɨ̃ k ɨ̃,GLOSS 3 ENGL,FALSE,pesado,94,PWT,GLOSA 2 ENGL,heavy,~dɨkɨ,PET,GLOSA 2 PORT,n ɨ̃ k ɨ̃,~dɨkɨ,GLOSA 3 PORT,AXBZ,WAN
1019,tʔ ɨ k k ɨ,,TRUE,,94,,,heavy,*tʔɨkkɨ,,,tʔ ɨ kk ɨ,,,AXBZ,*PT
1020,n ɨ̃ m õ,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,~dɨbo,PET,GLOSA 2 PORT,n ɨ̃ m õ,~dɨbo,GLOSA 3 PORT,AXBZ,KAR
1021,r ɨ h o,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,rɨho,PET,GLOSA 2 PORT,r ɨ h o,rɨho,GLOSA 3 PORT,AXBZ,KOR
1022,n ɨ h o,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,nɨho,PET,GLOSA 2 PORT,n ɨ h o,nɨho,GLOSA 3 PORT,AXBZ,MAI
1023,d ɨ h o,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,dɨho,PET,GLOSA 2 PORT,d ɨ h o,dɨho,GLOSA 3 PORT,AXBZ,SEK
1024,d ɨ̃ h o,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,dɨ̃ho,PET,GLOSA 2 PORT,n ɨ̃ h o,dɨ̃ho,GLOSA 3 PORT,AXBZ,SIO
1025,r̃ ũ m ũ,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,~rubu,PET,GLOSA 2 PORT,r ũ m ũ,~rubu,GLOSA 3 PORT,AXBZ,TAN
1026,n ɨ̃ m õ,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,~dɨbo,PET,GLOSA 2 PORT,n ɨ̃ m õ,~dɨbo,GLOSA 3 PORT,AXBZ,TUK
1027,n ɨ̃ m õ,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,~dɨbo,PET,GLOSA 2 PORT,n ɨ̃ m õ,~dɨbo,GLOSA 3 PORT,AXBZ,TUY
1028,n ã m õ,GLOSS 3 ENGL,FALSE,esposa,95,PWT,GLOSA 2 ENGL,wife,~dabo,PET,GLOSA 2 PORT,n ã m õ,~dabo,GLOSA 3 PORT,AXBZ,WAN
1029,tʔ ɨ̃ p o,,TRUE,,95,,,wife,*tʔɨ̃po,,,tʔ ɨ̃ p o,,,AXBZ,*PT
1030,r u t e,GLOSS 3 ENGL,FALSE,cortar,96,PWT,GLOSA 2 ENGL,cut,rute,PET,GLOSA 2 PORT,r u t e,rute,GLOSA 3 PORT,AXBZ,BAS
1031,r u ʔth e,GLOSS 3 ENGL,FALSE,cortar,96,PWT,GLOSA 2 ENGL,cut,ruʔthe,PET,GLOSA 2 PORT,r u ʔth e,ruʔthe,GLOSA 3 PORT,AXBZ,KOR
1032,j ɨ i,GLOSS 3 ENGL,FALSE,cortar,145,PWT,GLOSA 2 ENGL,cut,jɨi,PET,GLOSA 2 PORT,j ɨ - i,jɨi,GLOSA 3 PORT,AXZ,MAI
1033,t ɨ̃ t e,GLOSS 3 ENGL,FALSE,cortar,96,PWT,GLOSA 2 ENGL,cut,tɨ̃te,PET,GLOSA 2 PORT,t ɨ̃ t e,tɨ̃te,GLOSA 3 PORT,AXBZ,SIO
1034,d ɨ t e,GLOSS 3 ENGL,FALSE,cortar,96,PWT,GLOSA 2 ENGL,cut,dɨte,PET,GLOSA 2 PORT,d ɨ t e,dɨte,GLOSA 3 PORT,AXBZ,TUK
1035,d ɨ t e,GLOSS 3 ENGL,FALSE,cortar,96,PWT,GLOSA 2 ENGL,cut,dɨte,PET,GLOSA 2 PORT,d ɨ t e,dɨte,GLOSA 3 PORT,AXBZ,WAN
1036,tʔ ɨ t t e,,TRUE,,96,,,cut,*tʔɨtte,,,tʔ ɨ tt e,,,AXBZ,*PT
1037,r o e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,roe,PET,GLOSA 2 PORT,r o - e,roe,GLOSA 3 PORT,AXZ,BAS
1038,d o e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,doe,PET,GLOSA 2 PORT,d o - e,doe,GLOSA 3 PORT,AXZ,DES
1039,r o s e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,rose,PET,GLOSA 2 PORT,r o s e,rose,GLOSA 3 PORT,AXBZ,KAR
1040,r o j e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,roje,PET,GLOSA 2 PORT,r o j e,roje,GLOSA 3 PORT,AXBZ,KOR
1041,d o j e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,doje,PET,GLOSA 2 PORT,d o j e,doje,GLOSA 3 PORT,AXBZ,KUB
1042,d o j e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,doje,PET,GLOSA 2 PORT,d o j e,doje,GLOSA 3 PORT,AXBZ,SEK
1043,r o j e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,roje,PET,GLOSA 2 PORT,r o j e,roje,GLOSA 3 PORT,AXBZ,TAN
1044,d o e,GLOSS 3 ENGL,FALSE,traíra,97,PWT,GLOSA 2 ENGL,traira fish,doe,PET,GLOSA 2 PORT,d o - e,doe,GLOSA 3 PORT,AXZ,TUK
1045,tʔ o j e,,TRUE,,97,,,traira fish,*tʔoje,,,tʔ o j e,,,AXBZ,*PT
1046,r̃ õ m ĩ õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~robio,PET,GLOSA 2 PORT,r õ m ĩ ( - õ ),~robio,GLOSA 3 PORT,AXBYZ,BAS
1047,n õ m ẽ õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~dobeo,PET,GLOSA 2 PORT,n õ m ẽ ( - õ ),~dobeo,GLOSA 3 PORT,AXBYZ,DES
1048,r̃ õ m ĩ õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~robio,PET,GLOSA 2 PORT,r õ m ĩ ( - õ ),~robio,GLOSA 3 PORT,AXBYZ,KAR
1049,r o m i o,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,romio,PET,GLOSA 2 PORT,r o m i ( - o ),romio,GLOSA 3 PORT,AXBYZ,KOR
1050,n õ m ĩ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~dobi,PET,GLOSA 2 PORT,n õ m ĩ ( - - ),~dobi,GLOSA 3 PORT,AXBZ,KUB
1051,n o m i o,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,nomio,PET,GLOSA 2 PORT,n o m i ( - o ),nomio,GLOSA 3 PORT,AXBYZ,MAI
1052,d õ m i o,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,dõmio,PET,GLOSA 2 PORT,n õ m i ( - o ),dõmio,GLOSA 3 PORT,AXBYZ,SEK
1053,d o m i,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,domi,PET,GLOSA 2 PORT,n o m i ( - - ),domi,GLOSA 3 PORT,AXBZ,SIO
1054,r̃ õ m õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~robo,PET,GLOSA 2 PORT,r õ m õ ( - - ),~robo,GLOSA 3 PORT,AXBZ,TAN
1055,n ũ m ĩ õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~dubio,PET,GLOSA 2 PORT,n ũ m ĩ ( - õ ),~dubio,GLOSA 3 PORT,AXBYZ,TUK
1056,n ũ m ĩ õ,GLOSS 3 ENGL,FALSE,mulher,98,PWT,GLOSA 2 ENGL,woman,~dubio,PET,GLOSA 2 PORT,n ũ m ĩ ( - õ ),~dubio,GLOSA 3 PORT,AXBYZ,TUY
